Region,City,A. Uniques of First Scribe Created,B. Total Events of Scribe Created,c. EHR,Geocodio Latitude,Geocodio Longitude,Geocodio Accuracy Score,Geocodio Accuracy Type,Geocodio Address Line 1,Geocodio Address Line 2,Geocodio Address Line 3,Geocodio House Number,Geocodio Street,Geocodio Unit Type,Geocodio Unit Number,Geocodio City,Geocodio State,Geocodio County,Geocodio Postal Code,Geocodio Country,Geocodio Source,Census Year,State FIPS,County FIPS,Place Name,Place FIPS,Census Tract Code,Census Block Code,Census Block Group,Full FIPS (block),Full FIPS (tract),Metro/Micro Statistical Area Name,Metro/Micro Statistical Area Code,Metro/Micro Statistical Area Type,Combined Statistical Area Name,Combined Statistical Area Code,Metropolitan Division Area Name,Metropolitan Division Area Code,County Subdivision Name,County Subdivision FIPS,County Subdivision Class Code,County Subdivision Class Description,ZIP+4 Range Start,ZIP+4 Range End (or blank if no range),ZIP 9 Range Start,ZIP 9 Range End (or blank if no range),Record Type Code,Record Type Description,Residential Indicator,Carrier Route ID,Carrier Route Description,Building or Firm Name,Government Building Code,Government Building Description,Facility Code,Facility Description,City Delivery?,Valid delivery area?,Exact Match?
Virginia,Lexington,0,41,AdvancedMD,37.779976,-79.443495,1,place,,,"Lexington, VA 24450",,,,,Lexington,VA,Lexington City,24450,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51678,Lexington,5145512,930501,3013,3,5.17E+14,5.17E+10,,,,,,,,Lexington,94275,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Locust Dale,0,3,Other,38.363407,-78.129177,1,place,,,"Locust Dale, VA 22948",,,,,Locust Dale,VA,Madison County,22948,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51113,,,930101,1044,1,5.11E+14,5.11E+10,,,,,,,,Locust Dale,94335,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Lorton,2,12,Other,38.692865,-77.204031,1,place,,,"Lorton, VA 22079",,,,,Lorton,VA,Fairfax County,22079,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51059,Mason Neck,5149998,416300,1000,1,5.11E+14,5.11E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Mount Vernon,94783,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Louisa,0,28,Other,37.998422,-77.967416,1,place,,,"Louisa, VA 23093",,,,,Louisa,VA,Louisa County,23093,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51109,,,950202,1003,1,5.11E+14,5.11E+10,,,,,,,,Mineral,94711,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Lynch Station,1,5,Other,37.141308,-79.359182,1,place,,,"Lynch Station, VA 24571",,,,,Lynch Station,VA,Campbell County,24571,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51031,,,20600,3037,3,5.10E+14,5.10E+10,"Lynchburg, VA",31340,metropolitan,,,,,Altavista,90032,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Lynchburg,5,562,Cerner,37.359607,-79.141653,1,place,,,"Lynchburg, VA 24501",,,,,Lynchburg,VA,Campbell County,24501,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51031,,,20200,2002,2,5.10E+14,5.10E+10,"Lynchburg, VA",31340,metropolitan,,,,,Spring Hill,95858,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Madison Heights,0,5,Other,37.475715,-79.140618,1,place,,,"Madison Heights, VA 24572",,,,,Madison Heights,VA,Amherst County,24572,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51009,Madison Heights,5148520,10402,2003,2,5.10E+14,5.10E+10,"Lynchburg, VA",31340,metropolitan,,,,,District 4,91650,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Manakin,0,41,Other,37.648034,-77.72364,1,place,,,"Manakin, VA 23103",,,,,Manakin,VA,Goochland County,23103,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51075,,,400101,1040,1,5.11E+14,5.11E+10,"Richmond, VA",40060,metropolitan,,,,,District 5,91832,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Manassas,9,1894,Epic,38.793641,-77.531024,1,place,,,"Manassas, VA 20109",,,,,Manassas,VA,Prince William County,20109,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51153,Bull Run,5111230,901418,1000,1,5.12E+14,5.12E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Gainesville,93671,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Marion,1,24,Practice Fusion,36.832324,-81.597841,1,place,,,"Marion, VA 24354",,,,,Marion,VA,Smyth County,24354,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51173,,,30301,2009,2,5.12E+14,5.12E+10,,,,,,,,North Fork,94895,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Martinsville,1,14,Athena,36.681298,-79.86626,1,place,,,"Martinsville, VA 24112",,,,,Martinsville,VA,Martinsville City,24112,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51690,Martinsville,5149784,300,3010,3,5.17E+14,5.17E+10,"Martinsville, VA",32300,micropolitan,,,,,Martinsville,94537,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,McGaheysville,0,1,NextGen,38.400968,-78.734456,1,place,,,"Mc Gaheysville, VA 22840",,,,,Mc Gaheysville,VA,Rockingham County,22840,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51165,Massanutten,5150030,10302,2003,2,5.12E+14,5.12E+10,"Harrisonburg, VA",25500,metropolitan,"Harrisonburg-Staunton-Stuarts Draft, VA",277,,,Stonewall,95951,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,McLean,5,2119,Athena,38.935202,-77.18672,1,place,,,"Mc Lean, VA 22101",,,,,Mc Lean,VA,Fairfax County,22101,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51059,McLean,5148376,470600,2006,2,5.11E+14,5.11E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Dranesville,93391,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Meadowview,0,10,Other,36.76039,-81.8629,1,place,,,"Meadow View, VA 24361",,,,,Meadow View,VA,Washington County,24361,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51191,Meadowview,5150760,10602,2034,2,5.12E+14,5.12E+10,"Kingsport-Bristol, TN-VA",28700,metropolitan,"Johnson City-Kingsport-Bristol, TN-VA",304,,,Monroe,94727,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Mechanicsville,1,11,SimplePractice,37.628179,-77.281955,1,place,,,"Mechanicsville, VA 23111",,,,,Mechanicsville,VA,Hanover County,23111,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51085,,,321402,1016,1,5.11E+14,5.11E+10,"Richmond, VA",40060,metropolitan,,,,,Cold Harbor,90920,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Midlothian,2,294,CureMD,37.454138,-77.66258,1,place,,,"Midlothian, VA 23112",,,,,Midlothian,VA,Chesterfield County,23112,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51041,Brandermill,5109248,100937,1012,1,5.10E+14,5.10E+10,"Richmond, VA",40060,metropolitan,,,,,Clover Hill,90896,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Moneta,1,11,undefined,37.18125,-79.61725,1,place,,,"Moneta, VA 24121",,,,,Moneta,VA,Bedford County,24121,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51019,Moneta,5152536,30504,1025,1,5.10E+14,5.10E+10,"Lynchburg, VA",31340,metropolitan,,,,,District 2,91359,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Newport News,5,180,Cerner,37.058296,-76.463471,1,place,,,"Newport News, VA 23601",,,,,Newport News,VA,Newport News City,23601,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51700,Newport News,5156000,31604,1000,1,5.17E+14,5.17E+10,"Virginia Beach-Chesapeake-Norfolk, VA-NC",47260,metropolitan,"Virginia Beach-Chesapeake, VA-NC",545,,,Newport News,94851,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Norfolk,7,619,none,36.895911,-76.208521,1,place,,,"Norfolk, VA 23501",,,,,Norfolk,VA,Norfolk City,23501,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51710,Norfolk,5157000,980300,1005,1,5.17E+14,5.17E+10,"Virginia Beach-Chesapeake-Norfolk, VA-NC",47260,metropolitan,"Virginia Beach-Chesapeake, VA-NC",545,,,Norfolk,94875,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,North Tazewell,0,2,Other,37.175577,-81.539856,1,place,,,"North Tazewell, VA 24630",,,,,North Tazewell,VA,Tazewell County,24630,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51185,,,20301,3030,3,5.12E+14,5.12E+10,"Bluefield, WV-VA",14140,micropolitan,,,,,Northern,94887,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Palmyra,1,8,Cerner,37.893119,-78.338579,1,place,,,"Palmyra, VA 22963",,,,,Palmyra,VA,Fluvanna County,22963,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51065,,,20300,1015,1,5.11E+14,5.11E+10,"Charlottesville, VA",16820,metropolitan,,,,,Cunningham,91056,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Petersburg,1,6,Other,37.209159,-77.497484,1,place,,,"Petersburg, VA 23803",,,,,Petersburg,VA,Dinwiddie County,23803,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51053,,,840300,4000,4,5.11E+14,5.11E+10,"Richmond, VA",40060,metropolitan,,,,,District 2,91372,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Portsmouth,2,525,PatientNow,36.811498,-76.367715,1,place,,,"Portsmouth, VA 23701",,,,,Portsmouth,VA,Portsmouth City,23701,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51740,Portsmouth,5164000,212801,3003,3,5.17E+14,5.17E+10,"Virginia Beach-Chesapeake-Norfolk, VA-NC",47260,metropolitan,"Virginia Beach-Chesapeake, VA-NC",545,,,Portsmouth,95123,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Purcellville,0,6,SimplePractice,39.143614,-77.734232,1,place,,,"Purcellville, VA 20132",,,,,Purcellville,VA,Loudoun County,20132,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51107,,,610701,2004,2,5.11E+14,5.11E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Blue Ridge,90400,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Radford,1,2,Other,37.119732,-80.556541,1,place,,,"Radford, VA 24141",,,,,Radford,VA,Radford City,24141,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51750,Radford,5165392,10201,1014,1,5.18E+14,5.18E+10,"Blacksburg-Christiansburg-Radford, VA",13980,metropolitan,,,,,Radford,95211,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Raven,1,1,Other,37.09304,-81.85895,1,place,,,"Raven, VA 24639",,,,,Raven,VA,Tazewell County,24639,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51185,Raven,5165744,20500,1036,1,5.12E+14,5.12E+10,"Bluefield, WV-VA",14140,micropolitan,,,,,Northwestern,94927,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Reedville,1,4,None,37.855567,-76.312376,1,place,,,"Reedville, VA 22539",,,,,Reedville,VA,Northumberland County,22539,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51133,,,20302,1011,1,5.11E+14,5.11E+10,,,,,,,,District 5,91859,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Reston,4,313,Athena,38.96146,-77.3418,1,place,,,"Reston, VA 20190",,,,,Reston,VA,Fairfax County,20190,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51059,Reston,5166672,482201,1000,1,5.11E+14,5.11E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Hunter Mill,93943,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Rice,1,5,AdvancedMD,37.280047,-78.346836,1,place,,,"Rice, VA 23966",,,,,Rice,VA,Prince Edward County,23966,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51147,,,930101,2051,2,5.11E+14,5.11E+10,,,,,,,,District 201,92563,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Richlands,1,782,Other,37.09317,-81.79373,1,place,,,"Richlands, VA 24641",,,,,Richlands,VA,Tazewell County,24641,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51185,Richlands,5166928,21000,2018,2,5.12E+14,5.12E+10,"Bluefield, WV-VA",14140,micropolitan,,,,,Northwestern,94927,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Richmond,19,1100,undefined,37.524246,-77.493157,1,place,,,"Richmond, VA 23218",,,,,Richmond,VA,Richmond City,23218,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51760,Richmond,5167000,60600,2001,2,5.18E+14,5.18E+10,"Richmond, VA",40060,metropolitan,,,,,Richmond,95291,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Roanoke,14,4964,None,37.274175,-79.95786,1,place,,,"Roanoke, VA 24003",,,,,Roanoke,VA,Roanoke City,24003,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51770,Roanoke,5168000,1000,1010,1,5.18E+14,5.18E+10,"Roanoke, VA",40220,metropolitan,,,,,Roanoke,95363,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Rocky Mount,0,40,Other,36.995127,-79.852489,1,place,,,"Rocky Mount, VA 24151",,,,,Rocky Mount,VA,Franklin County,24151,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51067,,,20200,3016,3,5.11E+14,5.11E+10,"Roanoke, VA",40220,metropolitan,,,,,Union Hall,96151,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Rustburg,1,3,Nethealth,37.283924,-79.090832,1,place,,,"Rustburg, VA 24588",,,,,Rustburg,VA,Campbell County,24588,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51031,Rustburg,5169536,20101,1087,1,5.10E+14,5.10E+10,"Lynchburg, VA",31340,metropolitan,,,,,Rustburg,95503,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Salem,2,65,undefined,37.28814,-80.067762,1,place,,,"Salem, VA 24153",,,,,Salem,VA,Salem City,24153,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51775,Salem,5170000,10300,4053,4,5.18E+14,5.18E+10,"Roanoke, VA",40220,metropolitan,,,,,Salem,95547,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Sandston,1,4,None,37.501495,-77.271789,1,place,,,"Sandston, VA 23150",,,,,Sandston,VA,Henrico County,23150,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51087,,,201404,3010,3,5.11E+14,5.11E+10,"Richmond, VA",40060,metropolitan,,,,,Varina,96175,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,South Boston,0,1,SimplePractice,36.679767,-78.952947,1,place,,,"South Boston, VA 24592",,,,,South Boston,VA,Halifax County,24592,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51083,,,930301,2008,2,5.11E+14,5.11E+10,,,,,,,,District 6,91986,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Spotsylvania,1,1,Athena,38.20096,-77.58915,1,place,,,"Spotsylvania, VA 22553",,,,,Spotsylvania,VA,Spotsylvania County,22553,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51177,Spotsylvania Courthouse,5174470,20316,3027,3,5.12E+14,5.12E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Berkeley,90232,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Springfield,5,1347,Epic,38.763463,-77.186063,1,place,,,"Springfield, VA 22150",,,,,Springfield,VA,Fairfax County,22150,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51059,Springfield,5174592,431602,2008,2,5.11E+14,5.11E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Franconia,93633,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Stafford,4,1515,Tebra,38.438958,-77.4354,1,place,,,"Stafford, VA 22554",,,,,Stafford,VA,Stafford County,22554,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51179,,,10210,1018,1,5.12E+14,5.12E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Garrisonville,93683,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Staunton,1,2,Other,38.157368,-79.065116,1,place,,,"Staunton, VA 24401",,,,,Staunton,VA,Staunton City,24401,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51790,Staunton,5175216,500,3005,3,5.18E+14,5.18E+10,"Staunton-Stuarts Draft, VA",44420,metropolitan,"Harrisonburg-Staunton-Stuarts Draft, VA",277,,,Staunton,95875,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Stephens City,0,1,None,39.08344,-78.21806,1,place,,,"Stephens City, VA 22655",,,,,Stephens City,VA,Frederick County,22655,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51069,Stephens City,5175344,50600,3025,3,5.11E+14,5.11E+10,"Winchester, VA-WV",49020,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,Opequon,94967,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Sterling,1,42,Meditech,39.023047,-77.399367,1,place,,,"Sterling, VA 20164",,,,,Sterling,VA,Loudoun County,20164,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51107,Cascades,5113403,611501,2002,2,5.11E+14,5.11E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Sterling,95887,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Suffolk,0,10,Athena,36.874916,-76.553061,1,place,,,"Suffolk, VA 23432",,,,,Suffolk,VA,Suffolk City,23432,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51800,Suffolk,5176432,75302,1012,1,5.18E+14,5.18E+10,"Virginia Beach-Chesapeake-Norfolk, VA-NC",47260,metropolitan,"Virginia Beach-Chesapeake, VA-NC",545,,,Suffolk,95987,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Tazewell,0,7,Tebra,37.11484,-81.51955,1,place,,,"Tazewell, VA 24651",,,,,Tazewell,VA,Tazewell County,24651,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51185,Tazewell,5177792,20700,2027,2,5.12E+14,5.12E+10,"Bluefield, WV-VA",14140,micropolitan,,,,,Southern,95767,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Thaxton,1,3,None,37.350092,-79.69189,1,place,,,"Thaxton, VA 24174",,,,,Thaxton,VA,Bedford County,24174,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51019,,,30605,1032,1,5.10E+14,5.10E+10,"Lynchburg, VA",31340,metropolitan,,,,,District 6,91950,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Troutville,0,14,other,37.41819,-79.87476,1,place,,,"Troutville, VA 24175",,,,,Troutville,VA,Botetourt County,24175,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51023,Troutville,5179472,40401,1007,1,5.10E+14,5.10E+10,"Roanoke, VA",40220,metropolitan,,,,,Valley,96159,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Vansant,0,1,Other,37.23059,-82.09613,1,place,,,"Vansant, VA 24656",,,,,Vansant,VA,Buchanan County,24656,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51027,Vansant,5180608,10600,3021,3,5.10E+14,5.10E+10,,,,,,,,South Grundy,95775,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Vienna,3,612,eClinicalWorks,38.897361,-77.253749,1,place,,,"Vienna, VA 22180",,,,,Vienna,VA,Fairfax County,22180,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51059,Vienna,5181072,460800,2015,2,5.11E+14,5.11E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Hunter Mill,93943,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Vinton,1,30,AdvancedMD,37.275674,-79.877505,1,place,,,"Vinton, VA 24179",,,,,Vinton,VA,Roanoke County,24179,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51161,Vinton,5181280,31101,1007,1,5.12E+14,5.12E+10,"Roanoke, VA",40220,metropolitan,,,,,Vinton,96183,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Virginia Beach,39,4075,Athena,36.844004,-76.12036,1,place,,,"Virginia Beach, VA 23450",,,,,Virginia Beach,VA,Virginia Beach City,23450,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51810,Virginia Beach,5182000,45601,2005,2,5.18E+14,5.18E+10,"Virginia Beach-Chesapeake-Norfolk, VA-NC",47260,metropolitan,"Virginia Beach-Chesapeake, VA-NC",545,,,Virginia Beach,96187,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Warrenton,2,468,Experity,38.689832,-77.836115,1,place,,,"Warrenton, VA 20186",,,,,Warrenton,VA,Fauquier County,20186,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51061,,,930205,1008,1,5.11E+14,5.11E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Marshall,94511,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Warsaw,0,11,None,37.96954,-76.766517,1,place,,,"Warsaw, VA 22572",,,,,Warsaw,VA,Richmond County,22572,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51159,,,40100,2019,2,5.12E+14,5.12E+10,,,,,,,,District 5,91871,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Washington,1,135,AdvancedMD,38.705616,-78.174894,1,place,,,"Washington, VA 22747",,,,,Washington,VA,Rappahannock County,22747,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51157,,,950100,2009,2,5.12E+14,5.12E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Hampton,93823,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Waynesboro,8,139,SimplePractice,38.065794,-78.903445,1,place,,,"Waynesboro, VA 22980",,,,,Waynesboro,VA,Waynesboro City,22980,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51820,Waynesboro,5183680,3400,2036,2,5.18E+14,5.18E+10,"Staunton-Stuarts Draft, VA",44420,metropolitan,"Harrisonburg-Staunton-Stuarts Draft, VA",277,,,Waynesboro,96275,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Williamsburg,2,12,Other,37.310451,-76.746769,1,place,,,"Williamsburg, VA 23186",,,,,Williamsburg,VA,James City County,23186,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51095,,,80205,1009,1,5.11E+14,5.11E+10,"Virginia Beach-Chesapeake-Norfolk, VA-NC",47260,metropolitan,"Virginia Beach-Chesapeake, VA-NC",545,,,Jamestown,94063,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
Virginia,Winchester,2,25,undefined,39.169668,-78.16856,1,place,,,"Winchester, VA 22601",,,,,Winchester,VA,Winchester City,22601,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51840,Winchester,5186720,301,3012,3,5.18E+14,5.18E+10,"Winchester, VA-WV",49020,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,,,Winchester,96427,Z7,A county subdivision that is coextensive with a county or equivalent feature or all or part of an incorporated place that the Census Bureau recognizes separately,,,,,,,,,,,,,,,,,
Virginia,Woodbridge,13,5148,Other,38.625541,-77.271644,1,place,,,"Woodbridge, VA 22191",,,,,Woodbridge,VA,Prince William County,22191,US,TIGER/Line® dataset from the US Census Bureau,2024,51,51153,Woodbridge,5187312,900701,3001,3,5.12E+14,5.12E+10,"Washington-Arlington-Alexandria, DC-VA-MD-WV",47900,metropolitan,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA",548,"Arlington-Alexandria-Reston, VA-WV",11694,Woodbridge,96455,Z1,A nonfunctioning county subdivision,,,,,,,,,,,,,,,,,
